customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group
0862-PRCBS,1,United States,California,San Francisco,94132,"37.722302, -122.491129",37.722302,-122.491129,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),103.75,7039.45,No,0,45,4121,Attitude of support person,0.0221513079304428,0,Low,0,Established High-Value,-2.0238293824467037,4.405933559842425,Standard
2724-FJDYW,1,United States,California,Inverness,94937,"38.099323, -122.945723",38.099323,-122.945723,Male,No,No,Yes,39,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,2191.7,No,0,72,3884,Attitude of support person,0.0220815242416048,0,Low,3,Mid-Tenure Moderate-Risk,-1.0688872506756613,1.237781006675354,Standard
9308-ANMVE,1,United States,California,Los Olivos,93441,"34.70434, -120.02609",34.70434,-120.02609,Male,No,No,Yes,47,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.3,2654.05,No,0,52,5491,Attitude of support person,0.0220597975319773,0,Low,2,New High-Risk,-1.19225924391971,-1.2346801349585672,Standard
7925-PNRGI,1,United States,California,Chula Vista,91914,"32.688506, -116.938632",32.688506,-116.938632,Female,No,Yes,Yes,45,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.3,3541.1,No,0,77,3111,Attitude of support person,0.02202900342647,0,Low,0,Established High-Value,-0.759033231856551,2.5265552709233026,Standard
3108-PCCGG,1,United States,California,Redwood Valley,95470,"39.298065, -123.25211",39.298065,-123.25211,Male,Yes,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,5899.85,No,0,25,5856,Attitude of support person,0.0220031848876184,0,Low,0,Established High-Value,-1.868026363299554,4.526297535008155,Standard
3549-ZTMNH,1,United States,California,San Mateo,94402,"37.556634, -122.317723",37.556634,-122.317723,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.0,269.65,No,0,69,3705,Attitude of support person,0.0219822832711292,0,Low,1,Low-Spend Stable,5.887667618258041,1.6350645609040828,Standard
3557-HTYWR,1,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,Female,No,No,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,74.05,3496.3,No,0,75,2831,Attitude of support person,0.0219677747917858,0,Low,0,Established High-Value,-0.7340454561277713,1.4453642225724364,Standard
4890-VMUAV,1,United States,California,Alpine,91901,"32.827184, -116.703729",32.827184,-116.703729,Male,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,71.5,4576.3,No,0,36,5342,Attitude of support person,0.0219605011039365,0,Low,0,Established High-Value,-1.3432417834407335,1.8401149161177452,Standard
5456-ITGIC,1,United States,California,Loomis,95650,"38.809175, -121.171375",38.809175,-121.171375,Male,Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,No,0,68,5295,Attitude of support person,0.0219548037346398,0,Low,3,Mid-Tenure Moderate-Risk,-2.272590601914409,4.135132202779015,Standard
2805-AUFQN,1,United States,California,Traver,93673,"36.456091, -119.486225",36.456091,-119.486225,Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,475.2,No,0,20,3875,Attitude of support person,0.0219300471614123,0,Low,1,Low-Spend Stable,6.498941282984948,-0.0302727324834715,Standard
0401-WDBXM,1,United States,California,San Jose,95118,"37.255479, -121.889838",37.255479,-121.889838,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,No,0,62,4331,Attitude of support person,0.0219002504706352,0,Low,0,Established High-Value,-2.0671298680333634,4.586199061714932,Standard
9127-FHJBZ,1,United States,California,Vallecito,95251,"38.055562, -120.456298",38.055562,-120.456298,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.0,8093.15,No,0,29,4558,Attitude of support person,0.0218811486943334,0,Low,0,Established High-Value,-2.2359753468797874,5.7269077219973,Standard
9150-HEPMB,1,United States,California,Corona,92882,"33.819385, -117.600213",33.819385,-117.600213,Male,No,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,3019.7,No,0,63,4753,Attitude of support person,0.0218452862407443,0,Low,2,New High-Risk,-0.3348939339032723,-0.6462328196501926,Standard
0378-XSZPU,1,United States,California,San Jose,95117,"37.311088, -121.961786",37.311088,-121.961786,Male,No,Yes,No,58,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),60.3,3563.8,Yes,1,88,4026,Network reliability,0.0218309401880624,0,Low,0,Established High-Value,-0.6715164888213756,1.3846903558562902,Standard
7284-ZZLOH,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,Male,No,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,0,79,2929,Attitude of support person,0.0218169167820788,0,Low,0,Established High-Value,-0.4217092246943689,0.4553553923768297,Standard
9242-TKFSV,1,United States,California,Browns Valley,95918,"39.292334, -121.320597",39.292334,-121.320597,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,No,0,30,4969,Attitude of support person,0.0218107946331644,0,Low,3,Mid-Tenure Moderate-Risk,-1.8516718186977803,4.227049098180297,Standard
3161-ONRWK,1,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.081662,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),65.85,3928.3,No,0,48,4053,Attitude of support person,0.0217859178120463,0,Low,0,Established High-Value,-1.118379057492423,2.209227928980265,Standard
5275-PMFUT,1,United States,California,Chualar,93925,"36.596271, -121.442274",36.596271,-121.442274,Male,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.8,4719.75,No,0,72,4036,Attitude of support person,0.0217530403432608,0,Low,3,Mid-Tenure Moderate-Risk,-1.8411835849006,4.1012276927762645,Standard
6121-TNHBO,1,United States,California,Sacramento,95822,"38.512569, -121.495184",38.512569,-121.495184,Female,Yes,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),83.0,5243.05,No,0,29,5428,Attitude of support person,0.0216981720825974,0,Low,0,Established High-Value,-1.7476485480868047,3.1147151637397794,Standard
8612-GXIDD,1,United States,California,San Bernardino,92404,"34.183286, -117.221722",34.183286,-117.221722,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0,No,0,71,2219,Attitude of support person,0.0216923358069825,0,Low,1,Low-Spend Stable,5.8838362266342,1.4571799958469962,Standard
1004-NOZNR,1,United States,California,Glen Ellen,95442,"38.368744, -122.522642",38.368744,-122.522642,Male,Yes,No,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,No,0,59,5693,Attitude of support person,0.0216886374278169,0,Low,0,Established High-Value,-1.509510482733348,1.5372012048260937,Standard
5442-BXVND,1,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,Female,No,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,No,0,73,5531,Attitude of support person,0.0216765796257939,0,Low,1,Low-Spend Stable,6.018753971906352,1.1390392899919823,Standard
6023-GSSXW,1,United States,California,Wofford Heights,93285,"35.690535, -118.552784",35.690535,-118.552784,Female,No,Yes,No,69,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),61.45,4131.2,No,0,51,4162,Attitude of support person,0.0216755251689804,0,Low,0,Established High-Value,-1.3265423605663944,1.1527565834838165,Standard
7025-WCBNE,1,United States,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763,Male,Yes,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,No,0,33,3155,Attitude of support person,0.0216569393112567,0,Low,2,New High-Risk,-1.3591817858330688,0.2151396903587031,Standard
1402-PTHGN,1,United States,California,Elk Grove,95624,"38.434138, -121.30587",38.434138,-121.30587,Female,No,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.5,1087.45,No,0,67,3479,Attitude of support person,0.0216512139576224,0,Low,0,Established High-Value,-0.3088733792404228,0.3844431924110734,Standard
7781-HVGMK,1,United States,California,Amboy,92304,"34.559882, -115.637164",34.559882,-115.637164,Female,No,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,No,0,27,5092,Attitude of support person,0.0216348252271094,0,Low,3,Mid-Tenure Moderate-Risk,-1.8549536217187572,4.2475592559360456,Standard
3521-HTQTV,1,United States,California,Hesperia,92345,"34.361387, -117.337509",34.361387,-117.337509,Male,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,No,0,46,2026,Attitude of support person,0.0216069859265798,0,Low,1,Low-Spend Stable,6.006359446007116,0.5311500150767746,Standard
9470-YFUYI,1,United States,California,Redway,95560,"40.142256, -123.852927",40.142256,-123.852927,Male,Yes,Yes,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),71.0,5012.1,No,0,55,5247,Attitude of support person,0.021605321017335,0,Low,0,Established High-Value,-1.75342464020866,2.478797674490833,Standard
5986-WWXDV,1,United States,California,Salton City,92275,"33.28156, -115.955541",33.28156,-115.955541,Male,No,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.35,779.2,No,0,68,2607,Attitude of support person,0.0215907412177183,0,Low,1,Low-Spend Stable,6.347882973434187,-0.2878530465341314,Standard
9711-FJTBX,1,United States,California,Pittsburg,94565,"38.006047, -121.916834",38.006047,-121.916834,Male,No,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,85.85,4793.8,No,0,28,5058,Attitude of support person,0.0215693728422146,0,Low,0,Established High-Value,-1.0384367338092602,1.9713574973345305,Standard
5982-PSMKW,1,United States,California,North Hollywood,91601,"34.1692, -118.372498",34.1692,-118.372498,Female,No,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.1,2198.3,No,0,71,5991,Attitude of support person,0.0215054666450444,0,Low,0,Established High-Value,-1.3014785093673678,4.731112813214572,Standard
2977-CEBSX,1,United States,California,Coachella,92236,"33.680031, -116.171678",33.680031,-116.171678,Female,No,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No,0,74,5813,Attitude of support person,0.0214728691949229,0,Low,0,Established High-Value,-1.8574255777887545,4.485244839265554,Standard
3283-WCWXT,1,United States,California,Los Angeles,90027,"34.127194, -118.295647",34.127194,-118.295647,Male,No,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,153.3,No,0,52,2882,Attitude of support person,0.0213760717012723,0,Low,1,Low-Spend Stable,6.675593294264146,1.0470207726635632,Standard
4676-WLUHT,1,United States,California,Darwin,93522,"36.319181, -117.593053",36.319181,-117.593053,Male,No,No,No,54,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),46.2,2431.95,No,0,26,6143,Attitude of support person,0.0213505042765325,0,Low,3,Mid-Tenure Moderate-Risk,-1.1492020692676528,0.5832599169777333,Standard
2753-JMMCV,1,United States,California,Paso Robles,93446,"35.634222, -120.728341",35.634222,-120.728341,Male,No,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,No,0,39,4774,Attitude of support person,0.0213314834582672,0,Low,0,Established High-Value,-1.7328757014371703,2.687698968825008,Standard
4334-HOWRP,1,United States,California,Cambria,93428,"35.591387, -121.032256",35.591387,-121.032256,Male,Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.95,4546.0,No,0,78,4049,Attitude of support person,0.0213313140753237,0,Low,3,Mid-Tenure Moderate-Risk,-2.2631263690421624,3.964189034311652,Standard
5372-FBKBN,1,United States,California,San Jose,95111,"37.284265, -121.827673",37.284265,-121.827673,Female,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,452.2,No,0,39,2143,Attitude of support person,0.0213287034771794,0,Low,1,Low-Spend Stable,6.79227729720083,-1.368969812704968,Standard
8184-WMOFI,1,United States,California,Fresno,93702,"36.739385, -119.753649",36.739385,-119.753649,Male,No,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),71.4,4487.3,No,0,56,5327,Attitude of support person,0.0213134893023368,0,Low,0,Established High-Value,-0.7889835157790972,2.5774793089505166,Standard
1163-VIPRI,1,United States,California,Garberville,95542,"40.057784, -123.679461",40.057784,-123.679461,Female,No,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.3,7337.55,No,0,51,6087,Attitude of support person,0.021217045336619,0,Low,0,Established High-Value,-1.6813392263947875,5.019911372465262,Standard
8741-LQOBK,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,Female,No,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),35.05,1620.25,No,0,33,4829,Attitude of support person,0.0211992332711406,0,Low,3,Mid-Tenure Moderate-Risk,-0.9180839847903228,-0.4048207353557519,Standard
7255-SSFBC,1,United States,California,Northridge,91324,"34.238208, -118.55029",34.238208,-118.55029,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,No,0,55,4099,Attitude of support person,0.0211217207372482,0,Low,0,Established High-Value,-2.1350144395754738,5.470265279652089,Standard
7975-JMZNT,1,United States,California,Columbia,95310,"38.085839, -120.37855",38.085839,-120.37855,Male,No,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.7,6075.9,No,0,39,5453,Attitude of support person,0.0211153964039812,0,Low,0,Established High-Value,-1.3747034472516366,5.32418363560919,Standard
0383-CLDDA,1,United States,California,Stanford,94305,"37.424342, -122.165641",37.424342,-122.165641,Female,No,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,No,0,37,6499,Attitude of support person,0.021079387874133,0,Low,0,Established High-Value,-1.8471991551243,3.862428507145647,Standard
1972-XMUWV,1,United States,California,Miramonte,93641,"36.696759, -119.024051",36.696759,-119.024051,Female,No,Yes,No,65,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,3808.2,No,0,37,6034,Attitude of support person,0.021027934886766,0,Low,0,Established High-Value,-1.1971177428288955,1.323865651871322,Standard
4213-HKBJO,1,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,-122.115432,Female,No,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.7,826.1,No,0,39,3378,Attitude of support person,0.020981425678703,0,Low,1,Low-Spend Stable,6.014850413266548,0.6728516884372185,Standard
5642-MHDQT,1,United States,California,Mc Farland,93250,"35.666886, -119.186717",35.666886,-119.186717,Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,No,0,42,4836,Attitude of support person,0.020931365237579,0,Low,1,Low-Spend Stable,5.80023265406597,1.0116414643613345,Standard
3638-VBZTA,1,United States,California,Baldwin Park,91706,"34.098275, -117.967399",34.098275,-117.967399,Male,No,No,No,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,No,0,45,4280,Attitude of support person,0.0208732962629153,0,Low,0,Established High-Value,-1.8412673561206565,3.445018975272736,Standard
9066-QRSDU,1,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398,Female,No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.3,1763.55,No,0,25,5418,Attitude of support person,0.0208293453077858,0,Low,1,Low-Spend Stable,5.055721864736841,1.527326465386336,Standard
2887-JPYLU,1,United States,California,Stinson Beach,94970,"37.921137, -122.657562",37.921137,-122.657562,Female,No,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,No,0,42,4418,Attitude of support person,0.0208152906419597,0,Low,2,New High-Risk,-0.4936964352859481,-2.4764774543900985,Standard
6682-QJDGB,1,United States,California,Borrego Springs,92004,"33.200369, -116.192313",33.200369,-116.192313,Male,No,No,Yes,40,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,55.25,2139.2,Yes,1,65,2810,Competitor offered more data,0.0208100343825731,0,Low,2,New High-Risk,-0.6396608480650213,-1.6894144712950068,Standard
0230-UBYPQ,1,United States,California,Hyampom,96046,"40.648024, -123.465088",40.648024,-123.465088,Male,Yes,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,0,48,5089,Attitude of support person,0.0207640581644772,0,Low,3,Mid-Tenure Moderate-Risk,-1.4470593196829176,0.1946627471168112,Standard
